bill_id,congress,bill_type,bill_number,title,title_ai,introduced_date,status,sponsor_bioguide,sponsor_name,sponsor_party,sponsor_state,latest_action_date,latest_action_text,cosponsor_count
s2033-119,119,S,S.2033,Cross-Boundary Wildfire Solutions Act,Solutions for wildfires crossing land boundaries,,active,G000574,Ruben Gallego,Democratic,AZ,,,0
s2641-119,119,S,S.2641,Health Care Freedom and Choice Act,Increase choices and freedom in health care,,active,J000293,Ron Johnson,Republican,WI,,,0
hr7299-119,119,HR,H.R.7299,"To designate the facility of the United States Postal Service located at 2600 Michigan Avenue in Kissimmee, Florida, as the ""Robert Guevara Post Office Building"".",Name Kissimmee post office for Robert Guevara,2026-01-30,active,S001200,Darren Soto,Democratic,FL,2026-01-30,Referred to the House Committee on Oversight and Government Reform.,4
hr7096-119,119,HR,H.R.7096,Ensuring Seniors’ Access to Quality Care Act,Help seniors get quality health care,,active,E000298,Ron Estes,Republican,KS,,,0
hr7469-119,119,HR,H.R.7469,SNAP Online Access Act of 2026,Allow SNAP benefits for online grocery shopping,2026-02-10,active,M001233,Mark B. Messmer,Republican,IN,2026-02-10,Referred to the House Committee on Agriculture.,1
hr5616-119,119,HR,H.R.5616,$2.50 for America’s 250th Act,Celebrate America's 250th with a $2.50 coin,,active,A000055,Robert B. Aderholt,Republican,AL,,,0
s1349-119,119,S,S.1349,Ruby Mountains Protection Act,Protect Ruby Mountains environment,,active,C001113,Catherine Cortez Masto,Democratic,NV,,,0
s1748-119,119,S,S.1748,Kids Online Safety Act,Kids Online Safety Act,,active,B001243,Marsha Blackburn,Republican,TN,,,0
hr3543-119,119,HR,H.R.3543,College for All Act of 2025,Make college education available to all students,2025-05-21,active,J000298,Pramila Jayapal,Democratic,WA,2025-05-21,"Referred to the Committee on Education and Workforce, and in addition to the Committees on Ways and Means, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",0
s3632-119,119,S,S.3632,Renewable Chemicals Act of 2026,Promoting renewable chemicals through taxes,,active,R000618,Pete Ricketts,Republican,NE,,,0
hr3312-119,119,HR,H.R.3312,SERVICE Act of 2025,Enhancing law enforcement and justice services,2025-05-08,active,S001220,Dale W. Strong,Republican,AL,2025-05-08,Referred to the House Committee on the Judiciary.,23
hr4693-119,119,HR,H.R.4693,College Athlete Right to Organize Act,Allowing college athletes to organize unions,,active,L000602,Summer L. Lee,Democratic,PA,,,0
hr3872-119,119,HR,H.R.3872,MERICA Act of 2025,Promoting Better Energy Policies in America,,active,F000246,Pat Fallon,Republican,TX,,,0
hr641-119,119,HR,H.R.641,Coordination for Soil Carbon Research and Monitoring Act,Coordinate soil carbon research and monitoring,,active,M001227,Jennifer L. McClellan,Democratic,VA,,,0
hr7402-119,119,HR,H.R.7402,Unlocking Homeownership Act,Allow education savings for first home purchases,2026-02-05,active,M001236,Tim Moore,Republican,NC,2026-02-05,Referred to the House Committee on Ways and Means.,0
sres607-119,119,SRES,S.Res.607,"A resolution honoring the memories of the victims of the senseless attack at Marjory Stoneman Douglas High School on February 14, 2018.",Honoring victims of the Parkland school shooting,2026-02-12,active,S001217,Rick Scott,Republican,FL,2026-02-12,Referred to the Committee on the Judiciary. (text: CR S612),1
hr7031-119,119,HR,H.R.7031,Making National Parks Safer Act,Improve safety in national parks,,active,F000469,Russ Fulcher,Republican,ID,,,0
sres524-119,119,SRES,S.Res.524,A resolution recognizing the 90th anniversary of the Alabama Highway Patrol and commemorating its history of excellence.,Honoring 90 years of Alabama Highway Patrol excellence,,active,T000278,Tommy Tuberville,Republican,AL,,,0
s1664-119,119,S,S.1664,RESEARCHER Act,RESEARCHER Act,,active,P000145,Alex Padilla,Democratic,CA,,,0
s2356-119,119,S,S.2356,ADAPT Act,ADAPT Act,,active,B001261,John Barrasso,Republican,WY,,,0
hr7384-119,119,HR,H.R.7384,Preventing Mass Casualties from Release of Hydrofluoric Acid at Refineries Act of 2026,Prevent mass casualties from acid releases at refineries,2026-02-04,active,W000187,Maxine Waters,Democratic,CA,2026-02-04,Referred to the House Committee on Energy and Commerce.,7
hr5200-119,119,HR,H.R.5200,Emergency Reporting Act,Enhance emergency reporting using technology,2025-09-08,active,M001163,Doris O. Matsui,Democratic,CA,2026-01-15,Forwarded by Subcommittee to Full Committee by Voice Vote.,2
hr1364-119,119,HR,H.R.1364,Automotive Support Services to Improve Safe Transportation Act of 2025,Improve Safety in Military Vehicle Services,,active,B001321,Tom Barrett,Republican,MI,,,0
hr2999-119,119,HR,H.R.2999,To amend title II of the Social Security Act to provide that not more than 10 percent of a monthly benefit may be withheld on account of overpayments.,Limit Social Security overpayment deductions to 10 percent,,active,E000296,Dwight Evans,Democratic,PA,,,0
s1396-119,119,S,S.1396,Content Origin Protection and Integrity from Edited and Deepfaked Media Act of 2025,Protect content integrity from deepfakes and edits,2025-04-09,active,C000127,Maria Cantwell,Democratic,WA,2025-04-09,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",2
hr3585-119,119,HR,H.R.3585,Capacity Building for Business Districts Pilot Program Act of 2025,Helping business districts build capacity through pilot program,2025-05-23,active,E000235,Mike Ezell,Republican,MS,2025-05-24,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",3
hr3645-119,119,HR,H.R.3645,ACCESS Act of 2025,ACCESS Act,2025-05-29,active,M001204,Daniel Meuser,Republican,PA,2025-07-15,"Placed on the Union Calendar, Calendar No. 166.",0
s3947-119,119,S,S.3947,"A bill to amend the Federal Power Act to establish a categorical exclusion for reconductoring within existing rights-of-way, and for other purposes.",Simplify rules for upgrading power lines in existing areas,2026-02-26,active,M001243,David McCormick,Republican,PA,2026-02-26,Read twice and referred to the Committee on Energy and Natural Resources.,1
hr4328-119,119,HR,H.R.4328,Wyoming Education Trust Modernization Act,Modernize Wyoming education trust fund,,active,H001096,Harriet M. Hageman,Republican,WY,,,0
hr1666-119,119,HR,H.R.1666,Pell Grant Sustainability Act,Sustain Pell Grants for education funding,,active,C001117,Sean Casten,Democratic,IL,,,0
hr7294-119,119,HR,H.R.7294,AI for Secure Networks Act,Study AI effects on telecommunications security,2026-01-30,active,M001226,Robert Menendez,Democratic,NJ,2026-01-30,Referred to the House Committee on Energy and Commerce.,3
hr6828-119,119,HR,H.R.6828,Transnational Fentanyl Prevention Act,Stop fentanyl smuggling from other countries,,active,V000138,Eugene Simon Vindman,Democratic,VA,,,0
s3114-119,119,S,S.3114,Union Members Right to Know Act,Union members right to know information,,active,C001075,Bill Cassidy,Republican,LA,,,0
s3607-119,119,S,S.3607,Access to Genetic Counselor Services Act of 2026,Increase access to genetic counseling services,,active,B001261,John Barrasso,Republican,WY,,,0
hr1163-119,119,HR,H.R.1163,Prove It Act of 2025,Require proof in government operations,,active,F000475,Brad Finstad,Republican,MN,,,0
s3736-119,119,S,S.3736,Dakota Mainstem Water Supply Project Feasibility Study Act,Study water supply project feasibility for Dakota region,2026-01-29,active,R000605,Mike Rounds,Republican,SD,2026-01-29,Read twice and referred to the Committee on Energy and Natural Resources.,1
hr7206-119,119,HR,H.R.7206,Farm and Family Relief Act,Farm and Family Relief Act,2026-01-22,active,C001119,Angie Craig,Democratic,MN,2026-01-22,"Referred to the Committee on Agriculture, and in addition to the Committees on Ways and Means, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",28
s3738-119,119,S,S.3738,MORE WATER Act,MORE WATER Act,2026-01-29,active,P000145,Alex Padilla,Democratic,CA,2026-01-29,Read twice and referred to the Committee on Energy and Natural Resources. (Sponsor introductory remarks on measure: CR S380-381),0
hr7220-119,119,HR,H.R.7220,COINTELPRO Full Disclosure Act,Fully disclose COINTELPRO government secrets,2026-01-22,active,L000602,Summer L. Lee,Democratic,PA,2026-01-22,"Referred to the Committee on Oversight and Government Reform, and in addition to the Committee on Transportation and Infrastructure, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2
hr6184-119,119,HR,H.R.6184,NOAA Data Preservation Act,Preserve national ocean and atmosphere data,,active,E000301,Sarah Elfreth,Democratic,MD,,,0
hr2013-119,119,HR,H.R.2013,Medicare Home Health Accessibility Act,Make home health care easier for Medicare users,2025-03-10,active,S001199,Lloyd Smucker,Republican,PA,2025-03-10,"Referred to the Committee on Ways and Means, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",25
hr7232-119,119,HR,H.R.7232,AID Act,AID Act,,active,S001215,Haley M. Stevens,Democratic,MI,,,0
hr6181-119,119,HR,H.R.6181,John Lewis Every Child Deserves a Family Act,Help every child find a family,2025-11-20,active,D000096,Danny K. Davis,Democratic,IL,2025-11-20,"Referred to the Committee on Ways and Means, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",128
hr4509-119,119,HR,H.R.4509,NOPAIN for Veterans Act,Non-opioid pain relief options for veterans,2025-07-17,active,L000601,Greg Landsman,Democratic,OH,2026-01-13,Subcommittee Hearings Held,23
s2550-119,119,S,S.2550,Critical Minerals Partnership Act of 2025,Establish international partnership for critical minerals,,active,S001181,Jeanne Shaheen,Democratic,NH,,,0
hr7155-119,119,HR,H.R.7155,Stop Fraud in Federal Programs Act of 2026,Stop fraud in federal government programs,,active,C001119,Angie Craig,Democratic,MN,,,0
s752-119,119,S,S.752,Accelerating Kids’ Access to Care Act,Speed up kids access to healthcare,,active,G000386,Chuck Grassley,Republican,IA,,,0
s3095-119,119,S,S.3095,"An original bill to require the Secretary of Agriculture to convey a parcel of property of the Forest Service to Perry County, Arkansas, and for other purposes.",Transfer Forest Service land to Perry County,2025-11-03,Introduced,B001236,John Boozman,Republican,AR,2025-11-03,Placed on Senate Legislative Calendar under General Orders. Calendar No. 259.,0
s2060-119,119,S,S.2060,No Community Development Block Grants for Sanctuary Cities Act,Ban development grants for sanctuary cities,,active,H000601,Bill Hagerty,Republican,TN,,,0
hr6260-119,119,HR,H.R.6260,Keeping Violent Offenders Off Our Streets Act,Keep violent offenders off the streets,2025-11-21,active,F000471,Scott Fitzgerald,Republican,WI,2026-01-08,Ordered to be Reported (Amended) by the Yeas and Nays: 15 - 9.,5
hr7454-119,119,HR,H.R.7454,USMCA Travel and Tourism Resiliency Act,Make travel and tourism more resilient in trade,2026-02-09,active,T000468,Dina Titus,Democratic,NV,2026-02-09,Referred to the House Committee on Ways and Means.,2
hr6862-119,119,HR,H.R.6862,Protecting Health Care Workforce Pipelines Act,Protect training for health care workers,,active,H001090,Josh Harder,Democratic,CA,,,0
hjres5-119,119,HJRES,H.J.Res.5,Proposing an amendment to the Constitution of the United States to limit the number of terms an individual may serve as a Member of Congress.,Limit terms for members of Congress,,active,F000466,Brian K. Fitzpatrick,Republican,PA,,,0
hr4856-119,119,HR,H.R.4856,Revitalizing America’s Housing Act,Fixing up housing across America,2025-08-01,active,L000599,Michael Lawler,Republican,NY,2025-12-19,Referred to the Subcommittee on Economic Opportunity.,0
s2876-119,119,S,S.2876,Tyler Clementi Higher Education Anti-Harassment Act of 2025,Protect students from harassment in higher education,,active,M001111,Patty Murray,Democratic,WA,,,0
hr6178-119,119,HR,H.R.6178,Increasing Access to Lung Cancer Screening Act,Increase access to lung cancer screening,2025-11-20,active,C001066,Kathy Castor,Democratic,FL,2025-11-20,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",6
hr6730-119,119,HR,H.R.6730,HERO Act,HERO Act,2025-12-16,active,I000056,Darrell Issa,Republican,CA,2025-12-16,"Referred to the Committee on the Judiciary, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",0
hr820-119,119,HR,H.R.820,Bottles and Breastfeeding Equipment Screening Enhancement Act,Enhance screening for baby bottles and breastfeeding gear,2025-01-28,active,S001193,Eric Swalwell,Democratic,CA,2025-07-10,"Placed on the Union Calendar, Calendar No. 161.",0
hr1366-119,119,HR,H.R.1366,Mining Regulatory Clarity Act,Make mining regulations clearer and simpler,2025-02-14,Introduced,A000369,Mark E. Amodei,Republican,NV,2025-12-18,Received in the Senate.,2
hr950-119,119,HR,H.R.950,Saving Seniors Money on Prescriptions Act,Help seniors save on prescription drugs,,active,L000601,Greg Landsman,Democratic,OH,,,0
hr4828-119,119,HR,H.R.4828,Blue Shield Privacy Act of 2025,Blue Shield privacy protection in law enforcement,2025-07-29,active,W000816,Roger Williams,Republican,TX,2025-07-29,Referred to the House Committee on the Judiciary.,7
